"ham","around","0.006042296072507553"
"ham","there","0.006042296072507553"
"ham","don't","0.00906344410876133"
"ham","the","0.021148036253776436"
"ham","treat","0.006042296072507553"
"ham","Melle","0.006042296072507553"
"ham","ON","0.006042296072507553"
"ham","k?","0.006042296072507553"
"ham","speak","0.006042296072507553"
"ham","SUNDAY","0.006042296072507553"
"ham","soon","0.006042296072507553"
"ham","not","0.006042296072507553"
"ham","been","0.00906344410876133"
"ham","Vettam)'","0.006042296072507553"
"ham","though","0.006042296072507553"
"ham","gonna","0.006042296072507553"
"ham","n","0.006042296072507553"
"ham","want","0.006042296072507553"
"ham","my","0.006042296072507553"
"ham","k...i'm","0.006042296072507553"
"ham","(Oru","0.006042296072507553"
"ham","enouƒ","0.006042296072507553"
"ham","Available","0.006042296072507553"
"ham","aƒ","0.006042296072507553"
"ham","brother","0.006042296072507553"
"ham","take","0.006042296072507553"
"ham","A","0.006042296072507553"
"ham","this","0.00906344410876133"
"ham","patent.","0.006042296072507553"
"ham","cried","0.006042296072507553"
"ham","request","0.006042296072507553"
"ham","I've","0.00906344410876133"
"ham","searching","0.006042296072507553"
"ham","wont","0.006042296072507553"
"ham","with","0.00906344410876133"
"ham","Oh","0.006042296072507553"
"ham","for","0.015105740181268883"
"ham","watching","0.006042296072507553"
"ham","as","0.006042296072507553"
"ham","here","0.006042296072507553"
"ham","HAVE","0.006042296072507553"
"ham","he","0.00906344410876133"
"ham","thank","0.006042296072507553"
"ham","only","0.006042296072507553"
"ham","DATE","0.006042296072507553"
"ham","got","0.006042296072507553"
"ham","I'm","0.006042296072507553"
"ham","goes","0.006042296072507553"
"ham","be","0.00906344410876133"
"ham","WITH","0.006042296072507553"
"ham","until","0.006042296072507553"
"ham","right","0.006042296072507553"
"ham","WILL!!","0.006042296072507553"
"ham","breather.","0.006042296072507553"
"ham","stuff","0.006042296072507553"
"ham","promise","0.006042296072507553"
"ham","Nah","0.006042296072507553"
"ham","i","0.00906344410876133"
"ham","As","0.006042296072507553"
"ham","home","0.006042296072507553"
"ham","has","0.006042296072507553"
"ham","think","0.006042296072507553"
